"TOA5","CR1000_PROFIL_CO2","CR1000","E7096","CR1000.Std.26","CPU:ICOS_PROFIL_CO2_V8.CR1","53781","Profil_CO2"
"TIMESTAMP","RECORD","CO2_avg(1)","CO2_avg(2)","CO2_avg(3)","CO2_avg(4)","CO2_avg(5)","CO2_avg(6)","H2O_avg(1)","H2O_avg(2)","H2O_avg(3)","H2O_avg(4)","H2O_avg(5)","H2O_avg(6)","Press_avg(1)","Press_avg(2)","Press_avg(3)","Press_avg(4)","Press_avg(5)","Press_avg(6)","Temp_avg(1)","Temp_avg(2)","Temp_avg(3)","Temp_avg(4)","Temp_avg(5)","Temp_avg(6)","H2Odewpoint_avg(1)","H2Odewpoint_avg(2)","H2Odewpoint_avg(3)","H2Odewpoint_avg(4)","H2Odewpoint_avg(5)","H2Odewpoint_avg(6)","Debit_avg(1)","Debit_avg(2)","Debit_avg(3)","Debit_avg(4)","Debit_avg(5)","Debit_avg(6)","Temp_gaine_Avg"
"TS","RN","ppm","ppm","ppm","ppm","ppm","ppm","ppt","ppt","ppt","ppt","ppt","ppt","kPa","kPa","kPa","kPa","kPa","kPa","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","deg_C","l/min","l/min","l/min","l/min","l/min","l/min",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg"
"2014-08-01 04:45:00",260,498.9935,444.8728,438.9789,439.6322,0.3485623,400.6751,15.36401,15.46926,15.54163,15.95487,0.9883999,1.216564,98.65267,98.62981,98.626,98.61964,99.17197,99.17732,50.66512,50.67032,50.66772,50.6729,50.6729,50.66514,13.12747,13.22848,13.29943,13.70136,-22.86729,-20.51655,1.019,1.022,1.02,1.011,1.016,0.993,21.8429
"2014-08-01 05:00:00",261,463.6305,436.0423,429.189,424.6845,0.3485623,400.6751,15.85005,15.77274,15.79739,16.12613,0.9883999,1.216564,98.64707,98.63541,98.62924,98.63484,99.17197,99.17732,50.66252,50.66514,50.66774,50.66512,50.6729,50.66514,13.6043,13.52739,13.5504,13.86805,-22.86729,-20.51655,1.017,1.018,1.015,1.008,1.016,0.993,21.97666
"2014-08-01 05:15:00",262,449.371,428.4698,422.6452,419.9567,0.3485623,400.6751,16.16339,15.9542,15.95408,16.22614,0.9883999,1.216564,98.64864,98.63271,98.6212,98.6289,99.17197,99.17732,50.66252,50.65996,50.66254,50.66254,50.6729,50.66514,13.90572,13.70276,13.70084,13.96234,-22.86729,-20.51655,1.016,1.016,1.012,1.008,1.016,0.993,22.06469
"2014-08-01 05:30:00",263,447.0322,419.5109,417.3121,417.7709,0.3485623,400.6751,16.35936,16.10784,16.11964,16.28089,0.9883999,1.216564,98.64211,98.62389,98.61449,98.60889,99.17197,99.17732,50.66252,50.66772,50.6677,50.6729,50.6729,50.66514,14.09044,13.84882,13.85866,14.01114,-22.86729,-20.51655,1.016,1.018,1.016,1.005,1.016,0.993,22.19285
"2014-08-01 05:45:00",264,456.6369,423.6991,424.279,419.5451,0.3485623,400.6751,16.50732,16.24342,16.25406,16.27584,0.9883999,1.216564,98.64671,98.62578,98.62679,98.626,99.17197,99.17732,50.65994,50.6729,50.6703,50.66772,50.6729,50.66514,14.23012,13.97824,13.98848,14.00901,-22.86729,-20.51655,1.015,1.014,1.014,1.007,1.016,0.993,22.23697
"2014-08-01 06:00:00",265,448.3141,420.3675,419.8251,420.6976,0.3485623,400.6751,17.41139,16.82744,16.74609,16.39991,0.9883999,1.216564,98.64963,98.62791,98.6318,98.6241,99.17197,99.17732,50.66254,50.67292,50.66774,50.66772,50.6729,50.66514,15.05664,14.52412,14.44976,14.12584,-22.86729,-20.51655,1.012,1.008,1.008,1.002,1.016,0.993,22.61079
"2014-08-01 06:15:00",266,440.3981,421.2354,420.7633,418.5091,0.3485623,400.6751,17.75897,17.00324,16.9127,16.69679,0.9883999,1.216564,98.65978,98.63673,98.62812,98.63237,99.17197,99.17732,50.66254,50.6677,50.6703,50.66772,50.6729,50.66514,15.36583,14.68648,14.60242,14.40427,-22.86729,-20.51655,1.014,1.003,1.003,1,1.016,0.993,23.14291
"2014-08-01 06:30:00",267,429.5076,412.9014,411.0629,410.5759,0.3485623,400.6751,18.11354,17.44736,17.28223,17.02199,0.9883999,1.216564,98.65388,98.62466,98.62108,98.60854,99.17197,99.17732,50.66254,50.67288,50.66772,50.66512,50.6729,50.66514,15.67329,15.0848,14.93648,14.69913,-22.86729,-20.51655,1.003,0.997,0.995,1.005,1.016,0.993,23.35723
"2014-08-01 06:45:00",268,420.5085,403.2602,402.0339,401.061,0.3485623,400.6751,18.13283,17.4667,17.4425,16.88001,0.9883999,1.216564,98.6485,98.61681,98.61724,98.60416,99.17197,99.17732,50.66252,50.66254,50.66514,50.66772,50.6729,50.66514,15.68907,15.1008,15.07929,14.5687,-22.86729,-20.51655,1,1.004,0.994,0.98,1.016,0.993,23.5632
"2014-08-01 07:00:00",269,415.9442,397.5126,396.6096,395.6269,0.3485623,400.6751,18.14409,17.17086,17.0519,16.48308,0.9883999,1.216564,98.64333,98.60819,98.60649,98.59608,99.17197,99.17732,50.66512,50.66772,50.6703,50.6677,50.6729,50.66514,15.69791,14.83413,14.72602,14.19944,-22.86729,-20.51655,1,0.998,0.997,0.985,1.016,0.993,23.94484
"2014-08-01 07:15:00",270,402.623,394.9225,394.7788,394.1804,0.3485623,400.6751,18.31926,16.99217,16.64879,16.50923,0.9883999,1.216564,98.64297,98.61208,98.59977,98.59755,99.17197,99.17732,50.6522,50.66254,50.66772,50.66774,50.6729,50.66514,15.84795,14.67252,14.35464,14.22422,-22.86729,-20.51655,1,0.996,0.985,0.982,1.016,0.993,24.48761
"2014-08-01 07:30:00",271,407.2992,393.226,393.3497,392.6014,0.3485623,400.6751,18.15114,16.71935,16.6668,16.41853,0.9883999,1.216564,98.64893,98.63191,98.6038,98.60749,99.17197,99.17732,50.65736,50.66514,50.65994,50.66252,50.6729,50.66514,15.70486,14.42506,14.37198,14.14071,-22.86729,-20.51655,0.989,0.986,0.982,0.953,1.016,0.993,25.08041
"2014-08-01 07:45:00",272,402.7593,391.245,390.7434,390.2786,0.3485623,400.6751,18.66748,17.14031,16.47873,16.38078,0.9883999,1.216564,98.63763,98.61095,98.59787,98.59642,99.17197,99.17732,50.65736,50.66772,50.66772,50.66254,50.6729,50.66514,16.14198,14.80691,14.19573,14.10351,-22.86729,-20.51655,0.983,0.978,0.963,0.964,1.016,0.993,25.8369
"2014-08-01 08:00:00",273,402.7196,388.3415,387.475,387.5066,0.3485623,400.6751,18.31028,16.88871,16.64865,16.68894,0.9883999,1.216564,98.64635,98.61388,98.60236,98.60281,99.17197,99.17732,50.66512,50.6677,50.66254,50.6677,50.6729,50.66514,15.84088,14.5782,14.3549,14.39234,-22.86729,-20.51655,0.976,0.973,0.957,0.938,1.016,0.993,26.59189
"2014-08-01 08:15:00",274,396.2162,386.4359,386.2272,383.3231,0.3485623,400.6751,18.30553,16.83079,16.30196,16.50974,0.9883999,1.216564,98.63863,98.60984,98.59374,98.59319,99.17197,99.17732,50.66512,50.6677,50.66772,50.6677,50.6729,50.66514,15.83559,14.52435,14.02869,14.224,-22.86729,-20.51655,0.976,0.978,0.941,0.958,1.016,0.993,27.06784
"2014-08-01 08:30:00",275,393.6743,384.9261,385.3935,384.0894,0.3485623,400.6751,17.6378,16.46287,15.93378,16.18567,0.9883999,1.216564,98.63615,98.61186,98.59878,98.58131,99.17197,99.17732,50.66254,50.66512,50.66514,50.6703,50.6729,50.66514,15.25541,14.18297,13.67776,13.91635,-22.86729,-20.51655,0.966,0.944,0.945,0.931,1.016,0.993,27.53685
"2014-08-01 08:45:00",276,389.6009,383.8068,384.2428,384.3224,0.3485623,400.6751,17.73171,16.32659,15.7401,15.80883,0.9883999,1.216564,98.62137,98.58994,98.58901,98.56923,99.17197,99.17732,50.65996,50.66512,50.66252,50.65994,50.6729,50.66514,15.3358,14.05135,13.48834,13.55213,-22.86729,-20.51655,0.956,0.949,0.927,0.934,1.016,0.993,27.93511
"2014-08-01 09:00:00",277,389.3084,384.8515,384.1156,385.7651,0.3485623,400.6751,17.17694,16.01803,15.99404,15.64212,0.9883999,1.216564,98.61623,98.5907,98.585,98.57539,99.17197,99.17732,50.65994,50.66772,50.6677,50.66252,50.6729,50.66514,14.84083,13.75759,13.7336,13.39027,-22.86729,-20.51655,0.953,0.961,0.94,0.95,1.016,0.993,28.46091
"2014-08-01 09:15:00",278,389.7065,384.5993,385.0507,383.7716,0.3485623,400.6751,17.84858,16.45208,15.89465,16.06399,0.9883999,1.216564,98.61401,98.58365,98.58061,98.57448,99.17197,99.17732,50.66512,50.6703,50.67288,50.67026,50.6729,50.66514,15.43653,14.16853,13.63709,13.79908,-22.86729,-20.51655,0.964,0.931,0.944,0.928,1.016,0.993,28.95396
"2014-08-01 09:30:00",279,392.6598,384.7256,385.8338,383.3531,0.3485623,400.6751,17.91558,16.14736,15.62972,15.86654,0.9883999,1.216564,98.61633,98.58388,98.58275,98.5691,99.17197,99.17732,50.67028,50.6703,50.66514,50.66252,50.6729,50.66514,15.49577,13.88033,13.3793,13.60789,-22.86729,-20.51655,0.955,0.944,0.935,0.942,1.016,0.993,29.08584
"2014-08-01 09:45:00",280,389.663,383.3067,382.6026,382.9477,0.3485623,400.6751,17.66813,15.73855,15.58262,15.49442,0.9883999,1.216564,98.60985,98.56562,98.55777,98.54648,99.17197,99.17732,50.65738,50.66512,50.66254,50.66772,50.6729,50.66514,15.27801,13.48316,13.32918,13.2404,-22.86729,-20.51655,0.955,0.932,0.967,0.949,1.016,0.993,29.22117
"2014-08-01 10:00:00",281,387.9471,381.5731,380.5288,381.0745,0.3485623,400.6751,17.75838,16.23006,16.05341,15.75702,0.9883999,1.216564,98.60118,98.56046,98.56068,98.5534,99.17197,99.17732,50.66254,50.66772,50.65994,50.65736,50.6729,50.66514,15.35605,13.95534,13.78657,13.49917,-22.86729,-20.51655,0.959,0.965,0.961,0.929,1.016,0.993,29.58602
"2014-08-01 10:15:00",282,387.486,381.5341,381.8638,381.1258,0.3485623,400.6751,17.68732,16.33055,15.75847,15.63454,0.9883999,1.216564,98.59293,98.56449,98.5409,98.55341,99.17197,99.17732,50.66512,50.6677,50.66254,50.66772,50.6729,50.66514,15.29231,14.05112,13.49867,13.37931,-22.86729,-20.51655,0.965,0.948,0.929,0.924,1.016,0.993,29.68906
"2014-08-01 10:30:00",283,390.2879,382.0183,382.5527,381.5784,0.3485623,400.6751,18.1358,15.80099,15.78451,15.40708,0.9883999,1.216564,98.57737,98.54323,98.5338,98.52784,99.17197,99.17732,50.67028,50.6703,50.66512,50.66772,50.6729,50.66514,15.68029,13.54029,13.52298,13.15092,-22.86729,-20.51655,0.953,0.96,0.901,0.917,1.016,0.993,30.15927
"2014-08-01 10:45:00",284,386.5062,380.7949,380.7182,380.3732,0.3485623,400.6751,17.99663,16.23289,15.97718,15.89775,0.9883999,1.216564,98.57321,98.53245,98.52551,98.5198,99.17197,99.17732,50.66512,50.66512,50.66256,50.6703,50.6729,50.66514,15.55932,13.95364,13.70811,13.63051,-22.86729,-20.51655,0.947,0.931,0.915,0.905,1.016,0.993,30.44065
"2014-08-01 11:00:00",285,389.6111,381.5041,381.8621,380.2022,0.3485623,400.6751,18.23439,16.35564,15.93989,15.97161,0.9883999,1.216564,98.55721,98.53902,98.51556,98.49886,99.17197,99.17732,50.65736,50.65996,50.66514,50.65994,50.6729,50.66514,15.76186,14.07024,13.67061,13.69849,-22.86729,-20.51655,0.93,0.9,0.916,0.916,1.016,0.993,30.45394
"2014-08-01 11:15:00",286,389.376,380.0412,380.4029,379.0921,0.3485623,400.6751,17.78028,16.9222,16.20869,16.6193,0.9883999,1.216564,98.55552,98.54036,98.51902,98.51041,99.17197,99.17732,50.65994,50.6677,50.66512,50.65994,50.6729,50.66514,15.36784,14.59713,13.92852,14.31313,-22.86729,-20.51655,0.951,0.925,0.92,0.907,1.016,0.993,30.40057
"2014-08-01 11:30:00",287,388.7114,383.0804,382.6304,382.5026,0.3485623,400.6751,17.97006,16.017,15.61452,15.56711,0.9883999,1.216564,98.5563,98.50751,98.51173,98.50288,99.17197,99.17732,50.6651,50.6703,50.66252,50.66514,50.6729,50.66514,15.53358,13.74356,13.35335,13.30525,-22.86729,-20.51655,0.947,0.95,0.918,0.904,1.016,0.993,30.87913
"2014-08-01 11:45:00",288,387.5368,382.6694,382.811,381.2661,0.3485623,400.6751,17.38948,16.1467,15.53264,15.36484,0.9883999,1.216564,98.55518,98.50694,98.50581,98.48159,99.17197,99.17732,50.66512,50.6677,50.6677,50.66772,50.6729,50.66514,15.02188,13.86769,13.27178,13.10168,-22.86729,-20.51655,0.925,0.918,0.904,0.9,1.016,0.993,31.18169
"2014-08-01 12:00:00",289,387.5947,382.1457,381.7442,380.3862,0.3485623,400.6751,17.91233,16.01624,15.62223,15.73346,0.9883999,1.216564,98.5396,98.50735,98.4985,98.477,99.17197,99.17732,50.66252,50.66254,50.6677,50.6703,50.6729,50.66514,15.48077,13.74261,13.35868,13.46405,-22.86729,-20.51655,0.952,0.908,0.9,0.899,1.016,0.993,31.27277
"2014-08-01 12:15:00",290,386.9709,381.0408,380.1203,380.6596,-0.1831701,398.9921,17.7501,15.83446,15.65791,15.79862,1.854349,2.443192,98.52113,98.50468,98.5022,98.47949,98.88274,98.89,50.66512,50.67288,50.66512,50.67028,50.6677,50.66512,15.33612,13.56688,13.39433,13.52815,-15.56527,-12.20855,0.93,0.916,0.898,0.89,0.891,0.881,31.34386
"2014-08-01 12:30:00",291,385.9027,381.0474,380.8229,380.5442,-0.1831701,398.9921,17.43085,15.99329,15.52433,15.33352,1.854349,2.443192,98.53555,98.5031,98.50084,98.47508,98.88274,98.89,50.66252,50.6677,50.66772,50.66254,50.6677,50.66512,15.05605,13.72009,13.26288,13.06934,-15.56527,-12.20855,0.916,0.9,0.889,0.893,0.891,0.881,30.92645
"2014-08-01 12:45:00",292,388.0618,381.4899,381.4177,381.1355,-0.1831701,398.9921,17.16877,15.63679,15.49754,15.39327,1.854349,2.443192,98.52214,98.48911,98.47511,98.46008,98.88274,98.89,50.66512,50.6703,50.66512,50.67288,50.6677,50.66512,14.81866,13.37171,13.2324,13.1266,-15.56527,-12.20855,0.918,0.909,0.902,0.893,0.891,0.881,30.5739
"2014-08-01 13:00:00",293,385.433,382.055,380.4901,380.4408,-0.1831701,398.9921,17.75965,15.80532,15.72131,15.3941,1.854349,2.443192,98.50948,98.49625,98.48048,98.46591,98.88274,98.89,50.65736,50.66772,50.6703,50.66512,50.6677,50.66512,15.34268,13.537,13.45302,13.12835,-15.56527,-12.20855,0.937,0.922,0.904,0.9,0.891,0.881,30.45451
"2014-08-01 13:15:00",294,385.8672,381.6391,380.4831,380.8768,-0.1831701,398.9921,17.77954,15.89487,15.67065,15.38428,1.854349,2.443192,98.50602,98.47566,98.45896,98.4536,98.88274,98.89,50.65736,50.65996,50.65994,50.6677,50.6677,50.66512,15.35886,13.62077,13.40004,13.11674,-15.56527,-12.20855,0.945,0.928,0.91,0.899,0.891,0.881,30.60683
"2014-08-01 13:30:00",295,385.3549,380.4183,380.798,381.3592,-0.1831701,398.9921,18.43499,15.96123,15.52203,15.34501,1.854349,2.443192,98.50084,98.46277,98.46298,98.4396,98.88274,98.89,50.6651,50.66254,50.65994,50.66512,50.6677,50.66512,15.92388,13.68269,13.25471,13.07526,-15.56527,-12.20855,0.924,0.913,0.911,0.9,0.891,0.881,30.84926
"2014-08-01 13:45:00",296,385.8537,379.8352,379.4163,378.5064,-0.1831701,398.9921,17.99138,15.87755,15.80389,15.76716,1.854349,2.443192,98.49355,98.45473,98.4384,98.4133,98.88274,98.89,50.6677,50.66774,50.66252,50.66772,50.6677,50.66512,15.54224,13.60076,13.5266,13.4871,-15.56527,-12.20855,0.891,0.895,0.903,0.901,0.891,0.881,31.02627
"2014-08-01 14:00:00",297,386.5348,381.0169,381.2938,380.4032,-0.1831701,398.9921,18.08362,15.4319,14.84959,14.80437,1.854349,2.443192,98.48125,98.44344,98.43728,98.40694,98.88274,98.89,50.6651,50.6677,50.66254,50.65736,50.6677,50.66512,15.62,13.16243,12.57366,12.52234,-15.56527,-12.20855,0.907,0.909,0.902,0.903,0.891,0.881,31.06319
"2014-08-01 14:15:00",298,388.4999,381.2917,380.8622,381.118,-0.1831701,398.9921,17.82315,15.06698,14.87077,14.49899,1.854349,2.443192,98.46298,98.43401,98.42883,98.41811,98.88274,98.89,50.65994,50.66772,50.6703,50.66252,50.6677,50.66512,15.39072,12.79482,12.59424,12.20695,-15.56527,-12.20855,0.903,0.895,0.905,0.903,0.891,0.881,31.37804
"2014-08-01 14:30:00",299,387.3022,381.228,380.9228,379.9681,-0.1831701,398.9921,16.96657,15.03832,14.68112,14.64293,1.854349,2.443192,98.46623,98.43651,98.43382,98.42939,98.88274,98.89,50.6522,50.65994,50.66254,50.66512,50.6677,50.66512,14.62607,12.76637,12.39953,12.35862,-15.56527,-12.20855,0.901,0.923,0.916,0.893,0.891,0.881,31.36674
"2014-08-01 14:45:00",300,386.2951,379.5487,378.4404,377.183,-0.1831701,398.9921,17.46804,15.10894,14.72848,15.00588,1.854349,2.443192,98.45528,98.43055,98.4209,98.40292,98.88274,98.89,50.66254,50.66254,50.65994,50.66254,50.6677,50.66512,15.07639,12.83695,12.44652,12.72801,-15.56527,-12.20855,0.892,0.898,0.908,0.902,0.891,0.881,31.20955
"2014-08-01 15:00:00",301,382.708,376.9962,377.2492,377.5766,-0.1831701,398.9921,18.25226,15.95908,15.27555,15.19541,1.854349,2.443192,98.44668,98.41844,98.40694,98.38734,98.88274,98.89,50.66252,50.66512,50.6651,50.66254,50.6677,50.66512,15.75949,13.67394,13.0009,12.9172,-15.56527,-12.20855,0.923,0.886,0.911,0.902,0.891,0.881,30.95614
"2014-08-01 15:15:00",302,384.1448,378.0816,378.8679,378.5785,-0.1831701,398.9921,18.59172,15.5483,14.73983,14.69321,1.854349,2.443192,98.44152,98.41174,98.40962,98.39217,98.88274,98.89,50.6651,50.67028,50.6677,50.67288,50.6677,50.66512,16.047,13.27254,12.45655,12.40561,-15.56527,-12.20855,0.89,0.896,0.909,0.908,0.891,0.881,30.79538
"2014-08-01 15:30:00",303,385.7043,378.1835,378.4983,377.4482,-0.1831701,398.9921,17.03257,15.66896,14.93755,14.95858,1.854349,2.443192,98.4319,98.41676,98.3989,98.39119,98.88274,98.89,50.65994,50.66512,50.6677,50.6703,50.6677,50.66512,14.68088,13.39195,12.6579,12.67823,-15.56527,-12.20855,0.916,0.914,0.91,0.902,0.891,0.881,30.31156
"2014-08-01 15:45:00",304,389.8045,379.8525,379.8984,379.3233,-0.1831701,398.9921,16.74797,14.68099,14.29963,14.29041,1.854349,2.443192,98.42112,98.38734,98.386,98.37334,98.88274,98.89,50.65994,50.66512,50.66254,50.65996,50.6677,50.66512,14.41842,12.39218,11.99195,11.98027,-15.56527,-12.20855,0.921,0.931,0.885,0.904,0.891,0.881,30.71686
"2014-08-01 16:00:00",305,389.8204,379.7174,379.353,378.9066,-0.1831701,398.9921,16.93835,14.98353,14.54564,14.44245,1.854349,2.443192,98.42056,98.39487,98.38676,98.3643,98.88274,98.89,50.66252,50.6677,50.66254,50.66512,50.6677,50.66512,14.59327,12.70409,12.25113,12.13951,-15.56527,-12.20855,0.919,0.924,0.915,0.909,0.891,0.881,30.2402
"2014-08-01 16:15:00",306,388.6029,380.1359,379.8465,378.688,-0.1831701,398.9921,16.37932,14.75974,14.15608,14.43642,1.854349,2.443192,98.41018,98.38118,98.38194,98.3672,98.88274,98.89,50.6651,50.6677,50.66254,50.67028,50.6677,50.66512,14.07297,12.4727,11.83839,12.13368,-15.56527,-12.20855,0.911,0.904,0.927,0.922,0.891,0.881,30.27594
"2014-08-01 16:30:00",307,384.6651,378.7811,380.0997,380.4216,-0.1831701,398.9921,18.02849,14.99044,14.10577,13.94018,1.854349,2.443192,98.40426,98.37601,98.36642,98.35164,98.88274,98.89,50.6677,50.66772,50.6651,50.66514,50.6677,50.66512,15.55932,12.70785,11.78209,11.6008,-15.56527,-12.20855,0.907,0.923,0.917,0.899,0.891,0.881,30.4505
"2014-08-01 16:45:00",308,387.3229,378.9212,379.1509,379.5711,-0.1831701,398.9921,16.75751,14.75681,14.27993,14.06065,1.854349,2.443192,98.39699,98.37356,98.36221,98.34645,98.88274,98.89,50.65736,50.66254,50.65994,50.6677,50.6677,50.66512,14.42336,12.46816,11.96743,11.7304,-15.56527,-12.20855,0.908,0.924,0.887,0.904,0.891,0.881,30.90613
"2014-08-01 17:00:00",309,386.8177,379.1886,379.9904,379.6065,-0.1831701,398.9921,16.79572,14.64181,14.24207,14.10259,1.854349,2.443192,98.39506,98.36449,98.3549,98.33549,98.88274,98.89,50.65478,50.65994,50.66252,50.66252,50.6677,50.66512,14.45812,12.34801,11.92599,11.77388,-15.56527,-12.20855,0.93,0.929,0.897,0.904,0.891,0.881,30.8104
"2014-08-01 17:15:00",310,383.5466,380.6553,378.9631,379.2835,-0.1831701,398.9921,16.18262,14.44669,14.27206,14.09805,1.854349,2.443192,98.39621,98.36414,98.36394,98.34569,98.88274,98.89,50.66252,50.67032,50.66254,50.66512,50.6677,50.66512,13.88419,12.1439,11.95882,11.77056,-15.56527,-12.20855,0.911,0.926,0.891,0.912,0.891,0.881,30.50324
"2014-08-01 17:30:00",311,387.317,380.2033,380.3545,380.5844,-0.1831701,398.9921,16.62189,14.60061,13.88633,13.83413,1.854349,2.443192,98.39082,98.36238,98.35624,98.33974,98.88274,98.89,50.66254,50.66512,50.67028,50.66512,50.6677,50.66512,14.29671,12.30481,11.54317,11.48376,-15.56527,-12.20855,0.916,0.923,0.908,0.908,0.891,0.881,30.12428
"2014-08-01 17:45:00",312,383.2161,380.9089,380.932,380.2985,-0.1831701,398.9921,15.60544,14.38832,14.2356,14.07426,1.854349,2.443192,98.37982,98.35854,98.34547,98.32668,98.88274,98.89,50.67028,50.66514,50.6677,50.66254,50.6677,50.66512,13.32365,12.0816,11.91767,11.74202,-15.56527,-12.20855,0.918,0.9,0.921,0.908,0.891,0.881,29.47822
"2014-08-01 18:00:00",313,386.0399,382.8835,382.4178,381.6772,-0.1831701,398.9921,15.39248,14.27447,13.88404,13.69537,1.854349,2.443192,98.37482,98.3595,98.35374,98.33895,98.88274,98.89,50.65994,50.66254,50.65736,50.65478,50.6677,50.66512,13.11263,11.96117,11.54038,11.33142,-15.56527,-12.20855,0.918,0.911,0.914,0.919,0.891,0.881,29.02787
"2014-08-01 18:15:00",314,387.6319,382.2335,382.0773,381.7867,-0.1831701,398.9921,15.38488,13.93801,13.6196,13.62327,1.854349,2.443192,98.37057,98.35256,98.34048,98.32433,98.88274,98.89,50.66254,50.66512,50.6677,50.6677,50.6677,50.66512,13.10428,11.59876,11.24789,11.24952,-15.56527,-12.20855,0.938,0.93,0.935,0.907,0.891,0.881,28.61077
"2014-08-01 18:30:00",315,387.7652,382.8154,382.8741,382.591,-0.1831701,398.9921,15.17879,13.78714,13.65775,13.52371,1.854349,2.443192,98.3902,98.36442,98.35448,98.34739,98.88274,98.89,50.66512,50.65994,50.65736,50.6703,50.6677,50.66512,12.90112,11.43617,11.29227,11.14234,-15.56527,-12.20855,0.94,0.935,0.934,0.903,0.891,0.881,28.45383
"2014-08-01 18:45:00",316,391.3897,384.378,383.9269,383.6776,-0.1831701,398.9921,15.10605,13.82013,13.60504,13.59012,1.854349,2.443192,98.38942,98.3652,98.36006,98.33739,98.88274,98.89,50.66252,50.66512,50.66512,50.66512,50.6677,50.66512,12.82764,11.47237,11.23479,11.21479,-15.56527,-12.20855,0.952,0.945,0.925,0.94,0.891,0.881,28.2973
"2014-08-01 19:00:00",317,390.256,385.6092,385.405,385.026,-0.1831701,398.9921,14.7989,13.7327,13.57313,13.52252,1.854349,2.443192,98.38998,98.37135,98.35481,98.34856,98.88274,98.89,50.66254,50.67032,50.66514,50.6677,50.6677,50.66512,12.51441,11.3775,11.19861,11.14132,-15.56527,-12.20855,0.957,0.949,0.943,0.949,0.891,0.881,27.88925
"2014-08-01 19:15:00",318,393.578,387.7713,388.0475,386.4284,-0.1831701,398.9921,14.59378,13.73154,13.64686,13.54117,1.854349,2.443192,98.4007,98.37019,98.36133,98.35023,98.88274,98.89,50.65996,50.66254,50.66512,50.65996,50.6677,50.66512,12.30362,11.37603,11.28132,11.16234,-15.56527,-12.20855,0.952,0.951,0.949,0.939,0.891,0.881,27.0189
"2014-08-01 19:30:00",319,394.9248,388.1881,387.9006,388.2183,-0.1831701,398.9921,14.33918,13.48135,13.32765,13.32581,1.854349,2.443192,98.41241,98.38898,98.37458,98.37212,98.88274,98.89,50.66772,50.6703,50.6651,50.66252,50.6677,50.66512,12.03801,11.10158,10.92675,10.92426,-15.56527,-12.20855,0.969,0.97,0.951,0.983,0.891,0.881,26.0036
"2014-08-01 19:45:00",320,398.2181,391.7382,390.5636,388.3407,-0.1831701,398.9921,14.00293,13.23969,13.12499,13.02027,1.854349,2.443192,98.43499,98.41029,98.40279,98.39624,98.88274,98.89,50.65736,50.67032,50.6677,50.66254,50.6677,50.66512,11.68184,10.83262,10.70072,10.5795,-15.56527,-12.20855,0.978,0.987,0.982,0.951,0.891,0.881,25.16988
"2014-08-01 20:00:00",321,399.8416,392.073,390.7424,390.9952,-0.1831701,398.9921,13.91548,13.23907,13.13565,13.13658,1.854349,2.443192,98.45271,98.4256,98.4141,98.41164,98.88274,98.89,50.66252,50.66772,50.66772,50.66254,50.6677,50.66512,11.58976,10.83427,10.71461,10.7153,-15.56527,-12.20855,0.988,0.98,0.976,0.979,0.891,0.881,24.57067
"2014-08-01 20:15:00",322,400.1512,394.8817,393.4647,392.786,-0.1831701,398.9921,13.95658,13.32859,13.23574,13.22858,1.854349,2.443192,98.46758,98.44981,98.44848,98.42728,98.88274,98.89,50.66252,50.66514,50.6703,50.67032,50.6677,50.66512,11.63669,10.9393,10.83395,10.8226,-15.56527,-12.20855,1.012,0.979,0.987,0.972,0.891,0.881,24.11747
"2014-08-01 20:30:00",323,412.3694,401.6987,396.9125,395.8885,-0.1831701,398.9921,13.97072,13.35406,13.26925,13.31591,1.854349,2.443192,98.47602,98.45552,98.44457,98.42844,98.88274,98.89,50.65994,50.66512,50.66512,50.6729,50.6677,50.66512,11.65327,10.9689,10.87141,10.92174,-15.56527,-12.20855,0.995,0.99,0.977,0.978,0.891,0.881,23.69339
"2014-08-01 20:45:00",324,404.65,396.849,394.9888,396.2156,-0.1831701,398.9921,13.99587,13.40096,13.30601,13.33974,1.854349,2.443192,98.46255,98.4496,98.43364,98.4215,98.88274,98.89,50.66254,50.6703,50.66512,50.66254,50.6677,50.66512,11.67844,11.02078,10.91133,10.94753,-15.56527,-12.20855,0.996,0.988,0.976,0.981,0.891,0.881,23.30117
"2014-08-01 21:00:00",325,401.9816,399.2481,396.6861,394.533,-0.1831701,398.9921,14.10757,13.45582,13.39089,13.35829,1.854349,2.443192,98.45988,98.43632,98.43249,98.41132,98.88274,98.89,50.6703,50.67032,50.6729,50.66512,50.6677,50.66512,11.79839,11.08025,11.00687,10.9669,-15.56527,-12.20855,0.994,0.994,0.99,0.978,0.891,0.881,23.06186
