;;;;;Ray1;Ray2;Ray3;Ray4;Ray5;Ray6;Ray7;Ray8;Ray9;Ray10;Ray11;Ray12;Ray13;Ray14;Ray15;Ray16;Ray17;Ray18;Ray19;Ray20;Ray21;Ray22;Ray23;Ray24;Ray25;Ray26;Ray27;Ray28;Ray29;Ray30;Ray31;Ray32;Ray33;Ray34;Ray35;Ray36;Ray37;Ray38;Ray39;Ray40;Ray41;Ray42;Ray43;Ray44;Ray45;Ray46;Ray47;Ray48;Ray49;Ray50;Ray51;Ray52;Ray53;Ray54;Ray55;Ray56;Ray57;Ray58;Ray59;Ray60;Ray61;Ray62;Ray63;Ray64;Ray65;Ray66;Ray67;Ray68;Ray69;Ray70;Ray71;Ray72;Ray73;Ray74;Ray75;Ray76;Ray77;Ray78;Ray79;Ray80;Ray81;Ray82;Ray83;Ray84;Ray85;Ray86
101;2010;112;2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;112;2315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;112;2330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;112;2345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;2010;113;600;0;0.033;0.049;0.032;0.028;0.032;0.029;0.066;0;0.02;0.017;0.033;0;0;0.02;0.019;0.035;0.03;0.035;0.038;0.053;0.195;0.295;0.013;0.042;0.008;0.03;0.015;0.017;0.06;0.034;0.026;0.025;0.022;0.025;0.023;0.026;0.008;0.033;0.018;0.046;0.035;0.008;0.274;0.029;0.016;0.018;0.031;0.04;0.017;0.039;0.035;0.017;0.014;0.014;0.046;0.012;0.03;0.013;0.018;0.032;0.069;0.042;0.067;0.347;0.318;0.045;0.067;0.028;0.018;0.052;0.067;0.071;0.073;0.029;0.071;0.281;0.031;0.131;0.043;0;0.02;0.016;0.034;0.055;0.05;0.347
101;2010;113;615;0;1.991;3.406;1.421;1.259;1.438;2.511;4.585;0.963;1.207;1.502;4.378;1.318;0.69;2.967;3.123;1.585;1.345;2.608;2.763;3.033;15.86;18.96;0.943;3.801;0.5;3.26;1.12;1.312;4.255;2.316;1.822;2.016;1.756;2.701;2.477;2.858;0.91;1.714;0.801;2.069;2.117;0.504;17.55;1.642;1.468;1.073;1.409;2.325;1.009;3.015;1.553;0.994;1.287;1.242;3.186;1.064;1.751;1.144;1.07;1.422;5.317;2.887;5.673;25;20.77;2.983;3.894;2.369;1.076;3.065;3.531;3.702;3.849;0.885;3.541;11.6;1.376;6.136;1.283;0.495;1.183;0.962;1.524;1.709;2.512;16.08
101;2010;113;630;0;2.008;3.487;1.437;1.259;1.438;2.511;4.629;0.979;1.267;1.518;4.495;1.34;0.678;3.049;3.085;1.602;1.361;2.626;2.42;3.033;16;18.9;0.866;3.843;0.5;3.189;1.135;1.203;4.255;2.325;1.831;1.991;1.779;2.725;2.507;2.901;0.918;1.714;0.765;2.069;2.093;0.504;17.71;1.457;1.468;1.073;1.409;1.982;1.009;2.976;1.553;0.994;1.302;1.256;3.216;1.076;1.78;1.157;1.07;1.438;5.413;2.915;5.724;24.96;20.82;2.849;3.693;2.13;1.076;2.943;3.531;3.702;3.849;0.885;3.47;11.55;1.376;5.892;1.283;0.495;1.183;0.962;1.541;1.764;2.512;16.05
101;2010;113;645;0;2.192;3.795;1.437;1.259;1.438;2.583;4.629;0.979;1.709;1.518;4.495;1.34;0.724;3.07;3.123;1.567;1.361;2.626;2.839;3.174;16.56;19.24;0.955;3.902;0.5;3.31;0.939;1.226;4.27;2.325;1.926;2.016;1.816;2.725;2.515;2.893;0.933;1.763;0.81;2.149;2.128;0.504;18.22;1.671;1.485;1.073;1.409;2.123;1.009;3.304;1.553;0.994;1.302;1.256;3.339;1.076;1.78;1.157;1.07;1.438;5.536;2.915;6.043;25.74;21.18;3.117;3.726;2.172;1.076;3.134;3.531;3.702;3.849;0.885;3.737;11.81;1.376;6.193;1.283;0.495;1.183;0.962;1.541;2.091;2.512;16.61
101;2010;113;700;0;2.393;4.055;1.437;1.259;1.661;2.698;4.629;0.979;1.81;1.518;4.511;1.34;0.995;3.069;3.296;1.567;1.361;2.626;2.859;3.244;17.24;20.07;0.955;4.038;0.509;3.3;1.029;1.341;4.397;2.325;2.083;2.1;1.971;2.874;2.712;2.971;1.101;1.958;0.81;2.413;2.471;0.504;18.77;1.8;1.485;1.073;1.424;2.366;1.009;3.517;1.553;0.994;1.302;1.256;3.477;1.076;1.78;1.157;1.07;1.438;5.468;2.915;6.043;26.31;21.86;3.132;3.894;2.44;1.076;3.152;3.531;3.702;4.197;1.15;3.737;11.81;1.376;6.192;1.411;0.495;1.183;0.962;1.576;2.146;2.663;17.14
101;2010;113;715;0;2.51;4.509;1.916;1.665;2.332;3.042;5.07;0.979;2.051;1.518;5.277;1.519;1.018;3.131;3.602;1.933;1.466;2.783;3.03;3.826;19.79;22.92;1.083;4.361;0.759;3.751;1.196;1.621;4.875;2.626;2.493;2.293;2.216;3.254;3.244;3.392;1.193;2.236;1.026;3.034;3.157;0.58;21.09;2.242;1.485;1.073;1.941;2.669;1.042;4.097;1.726;0.994;1.475;1.298;3.875;1.255;2.033;1.44;1.07;1.997;5.851;3.234;6.328;29.29;24.67;3.192;4.412;2.75;1.076;3.605;3.615;4.143;5.425;1.504;3.826;12.11;1.529;6.268;1.668;0.611;1.183;1.187;2.227;2.527;3.433;19.65
101;2010;113;730;0;3.162;6.374;3.721;2.603;4.041;4.348;6.966;1.273;4.062;2.21;6.958;2.323;1.662;4.297;4.426;2.891;2.646;4.131;4.65;5.642;28.96;32.88;1.822;5.412;1.451;5.636;1.968;2.584;6.397;3.883;3.504;3.066;3.461;4.625;4.862;4.76;1.904;3.223;2.169;5.493;5.593;1.235;29.21;3.742;1.699;1.966;2.723;3.518;1.648;5.913;2.899;1.342;2.661;2.052;4.779;1.733;2.774;2.558;1.374;3.338;7.852;4.844;7.62;39.77;34.05;4.34;5.748;3.441;1.668;4.771;4.691;5.747;9.42;3.111;5.107;13.98;2.599;7.562;2.167;1.007;1.439;2.501;3.854;4.091;5.51;28.36
101;2010;113;745;0;4.635;9.55;6.564;4.1;6.661;6.543;9.92;2.023;7.119;3.138;9.52;3.953;2.748;6.057;5.863;4.075;4.354;6.074;7.089;8.62;43.47;48.64;3.006;7.134;2.585;8.53;3.187;4.114;8.71;5.768;5.152;4.351;5.454;6.863;7.347;6.916;2.982;4.847;3.933;9.19;9.27;2.328;42.01;6.055;2.524;3.682;3.96;4.832;2.824;8.83;4.348;2.27;4.411;3.21;6.555;2.319;4.198;4.371;2.034;5.542;10.93;7.286;9.82;56.09;49.08;6.099;8.07;4.879;2.636;6.686;6.103;8.34;15.65;5.603;6.904;17.3;3.96;9.74;2.922;1.717;2.346;4.618;6.457;6.455;8.81;42.15
101;2010;113;800;0;4.986;10.98;9.25;4.982;8.79;7.533;10.38;2.692;10.01;3.206;9.82;5.092;3.392;6.18;5.806;4.301;5.488;6.704;8.19;10.42;52.33;57.57;3.956;6.846;3.702;10.31;4.095;5.294;8.85;6.629;5.866;4.712;6.751;8.17;8.63;7.757;3.731;5.606;5.751;12.58;12.27;3.479;47.44;8.08;2.178;5.506;4.508;5.075;3.396;10.36;5.073;3;5.713;3.475;6.417;2.104;4.599;6.029;2.301;7.267;11.44;8.41;8.88;61.69;55.67;6.472;8.47;4.696;3.085;7.052;5.632;9.03;21.22;8.04;6.958;13.51;4.663;8.37;2.751;2.526;3.095;6.574;8.44;7.782;11.1;50.2
101;2010;113;815;0;4.568;10.92;10.09;5.024;9.65;7.834;10.34;3.133;10.98;3.307;9.46;5.449;3.833;5.914;5.269;4.266;6.062;6.985;8.38;10.93;54.45;59.26;4.274;6.388;4.069;10.71;4.42;5.781;8.65;6.913;5.919;4.628;7.025;8.32;9.08;7.766;3.968;5.826;6.615;13.94;13.51;3.916;47.4;8.67;1.881;6.185;4.476;4.853;3.53;10.72;5.177;3.281;6.06;3.601;6.065;1.793;4.54;6.839;2.551;7.763;11.24;8.66;7.99;61.02;56.24;6.293;8.04;4.4;3.372;7;4.993;9.11;23.33;9.16;6.691;11;4.923;7.45;2.395;3.121;3.45;7.552;9.23;8.36;12.06;51.15
101;2010;113;830;0;5.605;13.2;12.98;6.101;11.69;9.69;12.32;3.851;13.09;4.1;11.9;6.901;4.625;7.162;6.649;5.294;7.181;8.37;10.35;13.59;66.39;72.48;5.21;7.779;5.195;13.41;5.26;6.95;10.64;8.37;7.165;5.669;8.65;10.18;11.19;9.54;5.031;7.042;7.956;16.86;16.48;4.589;57.18;10.65;2.475;7.669;5.462;6.025;4.287;13.29;6.54;4.11;7.217;4.355;7.428;2.151;5.682;7.983;3.068;9.5;13.65;10.42;9.47;74.37;69.14;7.904;10.04;5.641;4.215;8.34;6.12;11.07;28.7;11.59;8.4;13.51;6.162;9.27;3.093;3.748;4.455;9.2;11.29;9.87;14.75;61.96
101;2010;113;845;0;7.462;17.27;17.1;8.06;14.94;12.54;16.02;5.058;16.91;5.449;15.61;9.51;5.959;9.6;8.55;6.895;9.16;10.91;13.47;17.86;86.2;95.1;6.854;10.29;7.021;17.69;6.941;8.94;13.84;10.88;9.34;7.534;11.16;13.26;14.86;12.48;6.614;8.93;10.28;21.51;21.44;5.883;74.58;13.72;3.267;10.47;6.98;8.17;5.934;17.37;8.87;5.452;9.33;5.89;9.88;2.928;7.759;10.25;4.353;12.12;17.91;13.43;12.32;96.9;90.5;10.35;13.22;7.559;5.56;11.11;7.935;14.28;36.89;15.69;11.03;17.62;8.18;12.22;4.191;5.036;5.973;12.04;14.63;12.76;18.99;80.8
101;2010;113;900;0;8.11;18.91;18.7;8.87;16.1;13.76;17.13;5.58;18.08;5.922;17.18;10.47;6.366;10.42;9.12;7.696;9.78;11.54;14.58;19.69;93.6;103.7;7.542;11.18;7.613;19.26;7.41;9.67;15.21;11.9;10.04;8.26;12.23;14.41;16.03;13.53;7.432;9.85;11.35;23.58;22.95;6.312;81.1;15.3;3.696;11.44;7.465;8.73;6.489;19.46;9.77;5.966;10.21;6.448;10.84;3.239;8.52;11.2;4.817;13.51;19.36;14.66;13.34;106.4;100.2;11.53;14.62;8.28;6.259;12.03;8.89;15.94;41.27;16.9;11.87;19.34;9.02;13.45;4.661;5.449;6.603;13.42;15.96;13.96;20.88;88.4
101;2010;113;915;0;8.99;19.67;20.98;9.28;16.93;14.38;17.83;5.841;18.42;6.614;18.74;11.64;6.637;10.82;10.29;8.2;9.99;12.17;15.44;21.39;99.8;111;8.06;11.87;8.6;21.32;7.698;10.07;16.01;12.43;10.53;8.62;13.23;15.53;17.31;14.44;8.23;10.2;11.8;24.55;24.07;6.455;85.6;15.87;3.91;12.33;7.841;9.56;6.909;20.52;10.63;6.761;10.44;6.923;11.69;3.418;9.2;11.52;5.049;14.06;20.29;15.29;13.68;113.7;107.4;11.99;15.82;8.97;6.546;12.66;9.13;16.82;43.45;17.86;13.01;20.63;9.66;14.52;4.975;5.713;6.84;14.09;16.9;14.49;22.32;94.2
101;2010;113;930;0;8.92;19.71;21.32;9.35;16.42;14.1;17.79;5.809;18.22;6.563;18.68;11.57;6.479;10.52;10.42;8.1;10.1;11.99;15.85;21.49;102.1;111.4;8.08;11.75;8.81;21.44;7.592;9.88;15.76;12.3;11.25;8.74;13.48;15.67;16.93;14.41;8.35;10.1;11.55;24.19;24.12;6.522;88.4;16.35;4.075;12.37;7.747;9.54;6.724;20.79;10.53;6.745;10.56;6.951;11.98;3.43;9.3;11.36;4.817;14.28;19.8;15.04;13.34;115.2;108.3;11.72;15.69;8.93;6.887;12.68;9.01;16.71;43.88;17.05;12.95;20.45;9.71;14.51;5.117;5.697;6.623;13.84;16.53;14.16;22.34;97.6
101;2010;113;945;0;7.011;16.11;17.14;7.444;13.13;10.95;14.17;4.454;14.5;5.23;14.62;9.18;5.258;8.57;8.1;6.46;8.07;9.47;12.94;16.77;82.8;90.3;6.408;9.19;7.138;16.74;6.101;7.843;12.73;9.55;9.62;6.937;10.71;12.56;13.46;11.21;6.621;8.09;9.38;19.49;19.76;5.194;72.7;13.6;3.135;9.67;5.932;7.461;5.228;16.72;8.3;5.22;8.53;5.346;9.45;2.594;7.225;9.18;3.586;11.23;15.5;11.7;10.98;93.3;87.6;9.23;12.27;6.854;5.578;10.26;7.111;13.33;36.09;13.06;9.98;16.1;7.721;11.22;4.134;4.326;5.105;11.1;13.1;11.09;17.7;79.44
101;2010;113;1000;0;5.505;12.81;13.43;5.779;10.72;8.62;11.68;3.508;12.13;4.066;11.59;7.37;4.286;6.773;6.323;4.789;6.546;7.702;10.35;12.89;66.93;72.87;4.956;7.542;5.537;13.01;4.95;6.405;10.17;7.74;7.863;5.535;8.34;9.89;10.94;9.17;4.893;6.495;7.524;15.71;16.16;4.278;58.17;10.34;2.475;8.04;5.024;5.641;4.337;12.46;6.54;3.762;6.783;4.369;7.03;1.805;5.801;7.546;2.729;8.59;12.84;9.67;8.73;75.26;69.24;7.203;9.83;5.486;3.892;8.06;5.548;10.38;27.64;10.71;8.13;12.76;6.055;8.97;2.993;3.55;4.139;8.48;10.41;9.29;13.88;63.46
101;2010;113;1015;0;6.325;15.64;14.68;6.857;12.84;9.97;13.73;4.405;14.96;4.623;12.92;7.727;5.167;8.02;7.032;5.903;8.04;9.03;12.54;14.39;76.29;83.3;5.669;8.53;5.962;14.03;6.002;7.586;11.67;9.01;9.31;6.425;9.45;11.41;12.26;10.41;5.413;7.809;8.98;18.4;18.68;5.236;67.98;12.48;2.557;8.76;5.963;6.652;4.858;14.43;6.971;4.508;8.19;4.955;8.01;2.402;6.661;9.04;3.604;10.05;15.21;11.52;10.44;87.7;78.72;8.32;11.1;6.275;4.806;9.66;6.456;12.11;31.87;12.36;9.22;14.64;6.972;9.83;3.492;4.425;5.046;9.8;12.14;11.27;15.71;73.79
101;2010;113;1030;0;7.262;18.17;17.09;8.17;15.02;11.85;15.94;5.156;17.58;5.584;15.18;9.13;6.129;9.43;8.51;7.209;9.78;10.61;14.84;16.89;90.7;97.2;6.72;9.81;6.954;16.49;6.979;8.95;13.74;10.55;11.15;7.534;11.25;13.54;14.11;12.1;6.407;9.39;10.67;21.87;21.72;6.345;80.9;15.01;3.432;10.01;7.2;7.562;5.749;17.29;8.46;5.485;9.79;5.736;9.54;2.737;7.863;10.81;3.996;12.03;17.51;13.61;12.32;103.9;92.4;9.83;13.08;7.248;5.757;11.41;7.717;14.56;38.03;14.35;10.94;17.19;8.09;11.78;4.219;5.268;5.697;11.58;14.47;13.27;18.71;87.7
101;2010;113;1045;0;8.85;21.44;20.04;9.61;17.52;13.95;18.74;6.331;20.83;6.58;18.11;11.19;7.384;11.25;9.81;8.78;11.5;12.74;17.38;19.87;106.8;114.5;8;11.57;8.15;19.23;8.33;10.52;16.09;12.48;13.15;8.94;13.26;15.88;16.54;14.33;7.6;11.06;12.6;25.67;25.33;7.598;95.5;17.85;3.811;11.98;8.51;9.08;6.893;20.68;9.89;6.413;11.69;6.965;11.26;3.239;9.33;12.96;4.817;14.28;20.66;15.99;14.47;122;109.1;11.59;15.44;8.64;6.905;13.56;9.21;17.24;44.68;16.81;12.99;20.43;9.6;13.9;5.089;6.357;6.879;13.63;16.94;15.67;22.09;103.6
101;2010;113;1100;0;9.87;23.18;22.96;10.73;19.04;15.4;20.15;6.771;21.78;7.322;20.39;12.57;7.87;12.3;11.46;9.72;12.24;13.92;18.71;22.87;116.4;125.4;9.01;12.77;9.29;22.3;8.88;11.54;18.06;13.77;14.14;9.83;14.85;17.44;18.47;15.78;8.88;12.09;13.7;28.13;27.86;7.808;102.7;19.75;4.455;13.37;9.3;10.15;7.632;23.21;11.63;7.292;12.54;7.579;13;3.765;10.24;13.96;5.37;15.96;22.38;17.58;15.79;133;121.4;13.14;17.24;9.52;7.622;14.8;10.49;19.13;51.17;18.56;14.5;23;10.82;15.86;5.801;6.721;7.668;15.47;19.08;17.18;25.2;112.2
101;2010;113;1115;0;10.29;24.57;23.97;11.28;20.69;16.27;21.8;7.163;24.05;7.845;21.31;13.24;8.64;13.16;12.01;10.22;13.39;15.14;20.26;23.64;122.4;131.2;9.28;13.71;9.61;22.86;9.75;12.42;18.86;14.69;15.05;10.43;15.57;18.35;19.74;17.01;8.94;12.98;14.57;29.99;29.91;8.6;108.3;20.44;4.751;14.12;10.03;10.68;8.04;23.86;11.89;7.59;13.54;8.03;13.34;4.004;10.95;14.94;5.691;16.74;24.03;18.67;16.7;137.7;124.6;13.72;17.88;10.03;7.819;15.88;11.05;19.88;52.05;19.85;15.3;24.36;11.27;16.68;5.887;7.265;8.1;15.91;20;18.45;26.26;116.8
101;2010;113;1130;0;11.96;27.72;27.45;12.87;22.81;18.45;24.33;8.21;26.48;8.81;24.44;15.21;9.48;14.86;13.89;11.58;14.66;16.89;22.71;27.68;137.8;149;10.87;15.41;11.16;26.55;10.85;13.75;21.5;16.58;16.55;11.72;17.95;20.88;22.37;19.12;10.72;14.68;16.45;33.49;33.25;9.53;122.3;23.78;5.395;16.19;11.21;12.15;9.33;28.33;13.86;8.8;14.98;9.16;15.82;4.613;12.43;16.6;6.458;19.26;26.98;20.9;18.68;155.7;144.5;15.69;20.55;11.66;9.31;17.88;12.41;22.81;60.77;22.09;17.33;27.89;12.67;18.99;7.07;8.17;9.22;18.28;22.68;20.45;29.93;133
