;;;;;Ray1;Ray2;Ray3;Ray4;Ray5;Ray6;Ray7;Ray8;Ray9;Ray10;Ray11;Ray12;Ray13;Ray14;Ray15;Ray16;Ray17;Ray18;Ray19;Ray20;Ray21;Ray22;Ray23;Ray24;Ray25;Ray26;Ray27;Ray28;Ray29;Ray30;Ray31;Ray32;Ray33;Ray34;Ray35;Ray36;Ray37;Ray38;Ray39;Ray40;Ray41;Ray42;Ray43;Ray44;Ray45;Ray46;Ray47;Ray48;Ray49;Ray50;Ray51;Ray52;Ray53;Ray54;Ray55;Ray56;Ray57;Ray58;Ray59;Ray60;Ray61;Ray62;Ray63;Ray64;Ray65;Ray66;Ray67;Ray68;Ray69;Ray70;Ray71;Ray72;Ray73;Ray74;Ray75;Ray76;Ray77;Ray78;Ray79;Ray80;Ray81;Ray82;Ray83;Ray84;Ray85;Ray86
101;2010;108;700;0;3.598;5.353;3.115;2.365;3.355;3.875;6.349;0.979;4.324;2.531;5.228;3.618;1.787;4.236;5.174;7.854;2.268;6.828;8.69;4.761;16.8;19.84;4.026;7.322;2.827;7.623;3.528;4.229;4.27;6.363;11.43;6.51;4.143;5.047;6.033;5.9;2.539;5.166;1.89;3.322;9.76;1.681;18.45;4.057;2.475;4.809;5.166;4.125;3.531;3.711;3.624;2.486;2.488;4.607;7.261;3.837;4.896;5.593;2.676;4.473;3.138;7.079;7.554;26.24;21.7;4.027;7.437;4.654;5.561;4.702;2.001;5.818;7.497;2.846;3.88;10.95;1.866;12.44;1.283;0.991;1.774;4.891;6.218;6.601;5.527;17.11
101;2010;108;715;0;4.401;6.699;4.153;3.205;4.297;4.578;7.804;1.403;5.692;3.004;5.96;4.668;2.364;4.769;5.806;8.92;3.084;7.231;10.1;5.784;20.99;24.23;4.631;8.08;3.553;8.78;4.088;4.527;5.077;6.914;12.21;7.342;5.069;5.98;6.892;6.575;3.128;6.219;2.475;4.85;11.4;2.152;22.57;5.242;2.508;5.113;5.729;4.55;4.086;4.716;3.987;2.884;3.342;4.997;8.23;3.993;5.712;6.3;2.873;5.783;4.248;7.828;8.68;31.46;26.29;4.639;7.989;5.077;6.063;5.486;2.741;6.7;9.57;3.805;4.93;11.94;2.431;13.23;1.654;1.321;2.05;5.725;7.28;7.51;6.582;21.46
101;2010;108;730;0;5.874;9.89;6.916;4.814;6.454;6.472;10.89;2.203;8.49;4.505;8.29;6.477;3.347;6.835;7.933;11.01;5.095;9.02;13.17;8.69;31.73;35.35;6.192;10.01;5.104;11.73;5.413;5.736;7.205;8.57;14;9.32;7.485;8.49;9.1;8.38;4.573;8.56;4.032;8.67;15.41;3.455;33.13;7.799;3.35;6.597;7.467;6.228;5.683;7.827;5.316;4.276;5.237;6.17;10.57;4.853;7.582;8.43;4.121;8.83;10.26;9.95;11.72;44.1;38.05;6.264;10.23;6.671;7.641;7.924;4.422;9.64;14.7;6.386;6.941;14.17;3.823;15.54;2.951;2.741;3.43;7.922;10.04;9.8;9.06;32.81
101;2010;108;745;0;8.1;14.68;10.91;7.571;9.86;9.3;15.48;3.868;12.53;6.614;11.77;8.96;4.919;10.01;10.96;14.66;8.22;11.8;17.93;13.26;49.21;52.56;8.61;12.94;7.381;16.28;7.366;7.547;10.65;11.18;16.9;12.12;11.02;12.19;12.23;10.84;6.699;12.18;6.418;14.19;20.49;5.472;49.65;11.77;4.521;8.94;10.03;9;7.902;12.87;7.404;6.315;8.12;7.859;14.05;5.989;10.33;11.82;5.763;13.34;13.27;13.17;16.17;63.84;56.23;8.52;13.17;8.87;10.19;11.48;7.012;14;22.73;10.25;10.14;17.54;5.902;18.77;5.032;4.872;5.402;11.26;14.11;13.26;13.05;50.25
101;2010;108;800;0;10.46;20.68;15.51;10.87;13.87;12.77;20.68;5.858;16.73;8.94;15.72;11.53;6.763;13.71;14.1;18.27;11.87;14.18;22.72;18.69;74.11;74.96;11.26;15.52;9.67;21.16;9.54;9.26;14.97;13.59;19.27;14.93;15.23;16.5;15.12;13.12;9.32;16.37;9.6;20.96;26.9;8;74.78;16.48;5.429;10.94;12.55;12.11;10.19;19.6;9.39;8.49;11.75;9.31;17.48;7.017;12.82;15.45;7.565;18.66;17.57;16.45;21.15;89.1;78.08;10.8;16.11;11.17;13.18;15.45;10.04;18.53;32.24;14.51;13.81;20.6;8.14;21.13;7.57;7.432;7.846;14.91;18.62;16.8;17.49;72.58
101;2010;108;815;0;10.63;24.87;18.19;12.83;16.04;16.09;21.16;7.327;17.7;9.09;16.02;10.88;7.215;14.71;13.72;16.23;13.74;11.94;20.58;21.35;92.3;88.5;11.66;12.85;9.63;20.81;9.14;8.09;18.32;11.44;13.36;12.89;16.63;17.44;13.63;11.9;10.45;18.46;11.85;24.89;27.46;9.57;94.2;19.5;4.637;9.19;11.93;13.25;10.04;24.85;9.04;9;13.81;7.496;16.34;6.073;11.5;15.6;7.244;21.37;16.84;15.3;21.03;107.5;84.9;10.29;13.75;10.37;13.74;16.23;11.87;18.99;39.65;16.83;14.97;15.75;8.85;14.71;10.08;9.43;9.13;15.17;19.32;15.86;19.36;89.9
101;2010;108;830;0;14.34;34.99;23.67;19.49;22.43;22.53;26.61;9.33;22.44;11.3;21.28;13.85;9.52;20.34;17.84;20.6;17.49;16.16;26.11;28.39;134.8;116.9;15.51;16.57;12.32;26.38;11.96;10.32;25.86;14.67;17.91;17.15;22.05;22.89;17.17;16.33;14.18;25.58;15.98;30.27;34.8;15.14;115.1;25.07;6.188;11.6;15.04;18.28;12.76;33.78;11.89;12.21;17.05;10.54;22.39;9.24;14.51;20.83;9.54;29.76;22.35;20.43;28.57;140.7;112.9;13.89;17.86;14.41;21.49;21.51;16.01;24.95;50.95;21.57;19.56;20.82;11.33;18.64;14.8;12.25;12.14;19.69;25.06;21.51;25.54;129.3
101;2010;108;845;0;18.81;53.67;28.35;27.29;30.09;28.02;43.67;10.57;26.02;14.14;27.68;16.1;11.47;27.03;22.78;29.57;19.76;20.43;31.52;32.18;234.3;160;19.32;21.28;15.06;31.64;14.5;11.35;34.31;18.25;21.71;23.95;26.17;28.73;20.38;19.82;18.84;33.75;27.75;37.39;41.69;18.47;159.5;33.21;7.969;13.98;18.53;28.09;16;63.6;16.08;15.4;28.29;13.43;29.91;12.29;17.11;24.95;13.02;41.58;32.78;25.02;36.34;211.3;190.6;18.28;21.91;16.57;33.74;27.32;19.81;31.06;77.4;26.19;24.81;23.99;13.12;22.09;21.34;14.89;15.32;24.1;30.61;27.57;32.59;176.6
101;2010;108;900;0;21.12;56.83;32.59;28.2;36.08;22.24;58.7;14.2;27.63;16.75;34.16;18.38;13.41;31.9;25.08;33.66;22;25.19;38.91;42.79;234.9;139.3;23.31;22.05;17.17;38.61;16.45;13.8;48.83;20.94;25.17;27.46;30.41;35.84;22.76;20.78;20.83;41.83;25.41;42.61;46.54;19.29;247.7;47.81;10.18;16.03;25.1;41.27;18.79;124.2;20.88;18.54;39.63;15.1;33.23;13.71;19.73;28.74;14.68;49.83;34.48;29.3;44.38;304.7;317.2;26.99;25.55;17.54;35.46;32.02;23.69;37.23;128.6;31.25;31.39;25.9;14.56;25.29;23.72;16.74;17.96;28.14;35.21;31.2;40.22;218.4
101;2010;108;915;0;21.88;59.3;37.51;35.3;43.89;31.62;70.23;17.38;31.91;21.44;37.4;20.66;22.31;32.8;33.86;40.01;27.5;33.99;44.51;49.35;359.6;252.6;26.29;23.4;21.45;51.07;19.17;16.29;58.75;25.39;29.72;26.63;33.44;60.44;25;21.05;22.96;55.05;27.06;51.93;53.03;21.15;328.8;56.37;11.85;18.68;26.7;60.39;20.22;99;20.86;21.46;44.58;16.66;39.61;13.43;22.13;33.19;20.35;58.44;38.59;33.57;53.93;373.4;364.4;19.98;25.47;19.91;40.53;34.51;28.78;48.09;134;35.89;37.12;34.03;17.4;26.81;26.78;20.51;19.53;31.32;40.13;33.96;46.6;273.4
101;2010;108;930;0;29.35;80.1;42.99;50.96;44.04;39.53;95.9;26.48;41.57;27.55;55.23;23.32;47.12;52.2;50.01;56.1;33.74;59.36;64.1;90.3;434.7;384.6;35.23;24.8;23.86;66.14;22.41;19.78;88.4;33.38;38.56;31.56;40.35;52.18;25.88;22.67;29.06;69.8;36.91;60.32;59.08;26.57;364.5;66.49;14.12;22.08;31.44;76.55;28.06;119.5;21.64;24.48;53.95;19.87;38.84;11.77;22.7;40.83;26.99;61.43;46.33;40.94;72.14;269.1;396.4;21.07;27.6;22.31;53.86;49.17;36.8;56.11;118.1;42.92;40.91;38.79;20.26;29.7;51.68;34.68;23.46;36.29;46.57;45.67;60.55;399.3
101;2010;108;945;0;46.7;112.7;49.55;68.69;50.71;51.54;91.2;36.74;42.53;28.87;47.19;22.29;28.95;63.64;45.89;57.32;40.72;65.87;59.43;90.4;356;398.4;48.79;25.79;20.82;55.35;23.51;20.6;93.2;36.85;46.05;33.6;48.46;54.51;36.32;33.22;23.8;83.5;42.52;65.98;78.74;28.12;402.6;68.76;22.39;25.01;38.92;105.4;37.81;136.8;24.54;29.85;99.6;26.48;73.05;11.78;23.71;45.04;23.87;85.2;77.84;44.69;68.68;424.3;568.9;26.2;34.79;20.94;53.8;57.58;61.46;74.5;165.2;46.87;41.76;67.24;23.35;37.17;26.4;36.56;29.65;79.51;52.58;50.62;92.8;462.7
101;2010;108;1000;0;49.34;92.7;53.3;114.2;78.44;44.95;93.2;39.24;51.98;44.22;35.97;23.58;26.11;78.57;53.62;187.3;52.68;49.36;64.94;87.3;367.3;485;43.02;41.68;38.24;45.81;42.66;24.24;118.3;52.01;62.29;50.08;36.76;62.41;49.09;37.62;33.42;167.6;53.87;104.9;105.6;36.74;545.2;73.36;31.26;21.88;46.53;33.18;28.93;203.8;32.33;45.25;92.8;27.54;76.66;13.15;26.36;61.57;23.1;106.6;101.6;72.31;89.3;487.9;478.2;65.72;63.81;21.93;85.5;59.06;60.22;102.5;267.7;55.63;42.29;64.77;28.39;47.45;23.93;29.32;42.2;121.2;60.86;50.09;140.5;547.3
101;2010;108;1015;0;26.68;140.9;45.95;117.9;78.4;63.22;125.3;47.52;63.58;58.52;46.52;29.7;30.02;114.3;35.78;189.7;58.42;81.2;125.7;192.5;631.7;617.4;55.28;60.52;45.71;49.74;43.31;29.86;220.8;82.7;61.41;69.52;38.5;39.76;54.61;49.18;82.2;171.3;72.96;121.9;137.3;48.18;579.5;114.6;39.56;23.38;64.22;31.66;39.3;187.1;31.31;49.84;106.4;18.67;87.4;34.98;39.72;71.1;31.23;159;111;96.9;166.3;418.6;563.2;64.68;90.4;24.01;81.7;65.58;61.15;87.9;450.3;93.1;56.58;67.16;39.04;46.55;26.07;21.4;49.55;58.79;55.79;53.61;130.4;627.2
101;2010;108;1030;0;64.36;159.8;63.49;114.5;104.8;79.49;119.7;64.18;66.58;54.93;95.3;36.35;57.5;125.4;33.69;128.3;56.07;113.2;137.7;325.1;507.2;412.5;32.59;98.9;43.29;158.9;24.74;33;197;105.8;64.98;158.4;56.5;43.67;61.34;64.67;79.9;275.6;90.5;147.5;139.9;50.58;618.8;163.5;49.02;33.02;81.2;35.51;40.3;190.1;48.77;75.14;83.4;19.28;122.3;48;47.29;128.1;34.15;177.7;64.34;61.34;197;537.4;716.2;49.36;105.5;35.4;35.68;50.05;71.98;100;393.8;77.26;68.25;85.8;41.73;53.69;53.24;23.32;60;95.2;78.52;57.42;184.4;619.7
101;2010;108;1045;0;154.5;155.2;70.59;37.43;114.1;111.7;109.9;60.41;88.4;62.93;86;37.77;40.21;67.88;39.14;160.5;62.45;92;97.7;327.9;363.2;409.5;35.46;97.8;54.05;186.9;21.49;37.4;235.4;122.1;58.03;126.8;84.1;91.1;71.27;56.82;65.21;256.4;127.2;282.2;108.6;39.08;244.1;322.5;22.81;41.43;61.43;70.15;40.23;303.2;69.61;150.2;92;21.22;90.4;49.8;38.92;136.5;43.15;205.3;89.4;81.6;122.5;826;908;104.3;94.1;51.57;36.09;47.84;150.4;99.1;308.9;67;68.99;112.7;41.11;71.61;99.5;44.74;61.91;75.84;87.5;68.79;266.7;224
101;2010;108;1100;0;95.2;130.1;101.6;39.26;191.4;131.6;82.2;31.98;84.9;165.9;102.2;76.88;29.2;44.4;92.1;151.1;71.87;126.8;82.1;223.3;451.8;285.8;42.84;162.1;44.65;152.1;22.91;47.45;242.4;122.4;125.4;85.1;76.98;142;105.7;45.81;60.68;171.7;109.7;197.9;205.8;34.01;203.7;426.4;17.36;97.5;54.66;67.17;54.69;383.7;71.7;247;68.41;44.43;54.54;45.11;72.74;53.3;43.77;219.2;108.4;118;169.6;536.5;523.2;161.2;176.2;50.46;38.23;49.79;206.2;98.1;303;115.7;68.21;108.5;59.57;71.01;112.8;48.65;50.24;102.4;91.1;71.78;339.1;232.2
101;2010;108;1115;0;67.48;121.5;138.1;108.4;125.5;137.1;115.1;62;124.9;166.7;182.6;78.59;22.84;47.2;122;133.4;74.88;105.5;128;287.1;370.4;225.2;188;92.1;40.7;199.2;51.09;51.71;148.6;154.2;221;80.2;177.6;171.1;134.2;63.6;116.3;112.3;86.3;114.6;224.4;52.52;206.9;411.8;20.97;82.2;86.4;53.55;80.3;481.1;60.5;164.5;76.73;41.5;57.36;46.18;75.89;51.75;44.41;203.3;94.2;88.4;132.2;958;701.6;119.8;182.1;53.47;74.03;67.14;166.6;303.4;455.9;213.3;58.9;88.4;50.09;86.1;120;60.9;48.27;207.4;107.5;112;304.5;237.7
101;2010;108;1130;0;72.65;85.9;182.4;211;129.6;177.5;156.9;73.38;142.9;83.6;276;65.73;22.93;50.98;243.9;82.7;96.7;131.2;167.1;262.5;673.2;250;137.9;71.79;48.41;192.6;60.55;54.77;329.7;288.5;201.3;179.2;272.3;386.6;151.4;70.95;241.7;250;92.7;137.5;136.2;67.7;210.9;113.2;116.4;51.23;80.5;113.8;51.68;304.7;161.9;301.3;82.9;56;61.14;169.6;75.86;51.4;36.9;115.4;119.8;114.3;98.8;730.2;738.7;275.5;166.3;91.9;101.3;262.9;305.2;305.1;290.3;148.4;86;110;53.77;124;71.28;44.84;96.7;170.1;191.4;154;142.6;235.6
101;2010;108;1145;0;77.69;74.01;237.2;66.9;54.41;261.9;127.9;69.45;124.1;88.9;362;48.09;23.44;87.7;221.6;195.8;62.69;141.8;262.4;306;818;367.7;189;61.83;58.67;159.8;60.72;43.33;355.4;334.8;97.4;115;271.6;164.5;85.4;110.3;198.7;85.8;154.5;164.4;107.8;73.76;214.9;81.4;96.5;86.3;46.09;90.4;90.8;689.4;171.9;174.7;80.5;37.42;66.91;138.1;134.4;52.14;56.22;202.7;193.4;107.9;160.9;853;1181;231.4;202.4;104;166.1;145.7;210.4;235.1;466.4;159.1;113.4;143.3;101.5;234;179.7;59.23;225.5;237.3;187.6;160.1;271.4;239.1
101;2010;108;1200;0;64.92;74.74;135.9;108.8;52.14;236;116.5;37.79;89;79.43;143.8;47.08;26.87;334.5;111.8;174;105;99.7;181.1;290.2;741.6;901;193;57.54;59.75;103.5;147.8;37.04;288;214.1;61.73;119.6;241.1;191.5;58.52;74.99;102.3;52.7;130.5;415.5;88.2;40.38;219.1;78.67;68.82;59.21;44.57;88.2;57.19;610.6;75.1;191.7;80;41.7;146.2;80.5;108.8;54.32;89.9;269.4;126.3;145.8;124.3;1182;1249;179.8;117.5;81.9;128.8;164;366.3;264.6;471.3;223.7;129.3;137.5;119.4;251.2;254.5;120.8;288.8;75.94;216.7;223.3;214.2;245.1
101;2010;108;1215;0;133.9;275.7;302.6;152.3;54.77;100.1;196.3;27.67;84.2;66.31;204.1;60.92;52.74;140.2;115.8;230.7;48.71;168.8;258.9;142.8;844;1026;260.3;94.5;107.7;101.4;58.56;33.06;223;293.5;80.4;256;99.3;115.6;65.48;68.09;143.5;49.17;121.2;171.6;89.9;30.1;362.6;80.4;97.5;94.4;45.35;154.3;183.4;199.7;145.2;378.2;76.81;53.45;357.2;49.81;187.4;167.8;109;232.6;130.7;170.6;204.7;1170;1273;78.27;258.8;101.7;94.3;170.6;640.5;308.4;310.5;247.9;117.7;268.1;219.9;187.7;190.3;70.6;45.99;81.1;330.7;178.2;272.9;465.3
101;2010;108;1230;0;77.39;250.7;310.1;119;114;116;117.6;41.78;88.6;126.1;200.4;170.8;68.39;166.5;162.9;173;118.2;114.8;363.3;186.1;1088;1101;257;56.26;253.7;154.8;68.02;73.56;243.2;143.7;67.78;156.4;153.4;97.8;291.7;51.29;159.3;47.11;169.6;195.3;91.7;26.47;300.8;225;46.24;77.69;74.97;217.7;166.5;795.4;180.5;178.8;88.3;44.16;591;51.06;131.8;200.7;177.3;330.2;82.1;166.6;181.4;1232;555;121.9;207;86.6;190.6;278.9;259.1;383.6;458.3;195.3;145.5;324.7;209;162.2;375.5;46.71;40.49;76.58;225.2;244.8;516.3;303.7
101;2010;108;1245;0;97.9;124.7;403.8;81.1;227.6;134.1;164.9;59.97;181.2;130.2;244.9;255.7;194.2;278;93.1;130.8;248.9;161.9;247.1;397.3;356.6;959;255.5;52.82;345.4;227.8;114.4;174.5;235.6;123.6;63.26;94.7;267.7;188;379.5;52.1;106.8;46.53;137.9;392.9;94.9;26;252.6;459.9;156.1;79.97;75.76;134.5;140.5;696.5;114.5;377.2;68.18;81.8;177.8;44.98;117.7;111.5;71.7;330.5;223.4;84.2;142.8;1326;1308;113.4;206.8;106.7;220.7;170.3;501.9;222.8;370.7;78.93;116.9;199.1;161.5;546.2;362.7;50.55;39.29;73;490.6;172.6;508.3;1247
101;2010;108;1300;0;88.7;125.8;450.6;145.3;220.5;110.8;133.5;66.18;262.2;103.8;223.7;163.5;197.9;421.5;308;215.6;283.1;73.29;152.2;716.9;950;920;428.5;101.2;219;650.6;67.41;183.2;353.9;152.9;58.45;49.12;429.2;314.4;260.9;74.12;239.3;55.79;292.9;667.8;97.1;25.51;277.7;242.9;187.8;165.2;112;259.4;185.5;338.8;154.3;265.9;210;95.1;142.1;112;149.5;237.8;74.8;204.6;249.9;105.9;196.5;1231;1450;266.8;294.3;76.61;138.7;199.6;283.2;336.2;505;151.5;91.3;269.7;182.8;336.9;123.2;38.77;38.34;72.41;141.5;295;269.3;1321
101;2010;108;1315;0;149.3;112.7;728;239.7;193.3;64.13;380.7;92.1;174.1;112.1;442.5;233.2;119.4;306.4;257.1;312;154;71.91;177.8;331.3;1242;1275;160.1;179.4;285.6;974;59.26;92.6;190.6;193.5;57.88;49.93;336.1;240.2;415.2;155.8;306.2;147.7;146.9;482.9;99.4;24.96;632.8;654.4;111.9;144.5;195.3;153;177.5;487.5;83.3;215.2;240.2;153.8;268.1;85.8;113.9;220.5;80.3;347;315.2;86.9;102.7;306.3;1286;149.7;291.5;164.7;301.6;236.2;299;444.8;810;83;53.44;151.4;111.5;349;189.5;35.5;38.4;73.24;95;447.8;439.4;570.8
101;2010;108;1330;0;155.1;215.7;513.7;205.2;309.4;107.2;417.5;99.3;207.4;87.9;266.8;160.1;129.7;699.5;184.4;154.9;212.7;65.83;204.5;844;1263;1298;284.3;119;396.6;621.6;73.25;138.5;410.9;172.3;56.64;50.61;347;329.6;377.3;180.9;214.8;146.6;289.5;645;101.1;24.27;1059;123.5;205.5;223.6;128;335.8;218.9;253.7;120.9;318.2;289.9;166.7;361.3;105.8;128.2;208.7;134.6;197.4;523.4;106.4;102.7;373.6;746.9;390.2;230.5;266.9;143.3;319.3;321.6;437.5;512;82.5;56.27;167.1;206.4;590;95.4;35.36;38.86;90.1;107.6;286.8;191.6;1097
101;2010;108;1345;0;336.6;192.8;707.9;387.4;211.1;200.1;205.3;215.9;242.5;102;229.8;172.2;96.5;438.6;340.5;199.5;134.7;62.26;156.4;517;486.9;681.4;177.3;128.9;244.5;1096;64.62;242.7;297.7;306.4;55.38;50.77;262.6;311.1;263.4;195.5;307.7;193.4;170.1;328.3;102.8;24.37;1051;695.2;328.6;252.6;247.1;149.3;210.7;422.9;131.1;387;363.8;121.9;872;103.3;136.3;275.7;220.5;383.5;514.9;64.31;212.4;583.5;1459;380.3;159.7;268.4;323.5;543.6;78.61;394.6;872;82.1;54.19;204;331;598.1;219.9;38.05;43.49;375.2;88.8;188.6;257.7;1448
101;2010;108;1400;0;353;244.9;845;439;113.3;223.8;289.9;212.5;116.7;231.9;248.2;225.9;139.1;691.6;289.6;185.9;121.8;62.47;279.4;806;1350;947;309.2;176.9;424.6;1011;78.53;93;410;348;55.7;50.97;354.2;158.6;650.3;278.5;433.1;323.2;202.3;248.8;105.3;24;707.2;638.3;337.6;246.3;256.9;372.3;53.13;353.4;60.78;325.1;245.6;222.9;654.6;97.3;133.7;399.5;183.2;216.7;479.1;111;180.3;937;1443;193.2;147.4;281.9;388.3;359.2;75.2;392;982;79.22;53.09;313.7;288.1;422.6;224.3;38.01;40.99;654.8;91.1;85.7;184;1445
101;2010;108;1415;0;151;387.7;591.6;226;183.4;245.1;239.7;107.4;219.7;235.8;177.9;233.1;195.4;398.1;134.3;106.2;166.2;65.92;361.9;713.1;1400;1340;372;192.9;328.6;363.1;143.1;134.9;323.6;169.5;54.67;50.67;506.5;318.7;701.4;201.8;283.6;293.4;183.7;402.8;106.6;23.45;1215;533.6;319.1;254.4;277.7;604.9;114.8;148;53.47;175.6;182.8;272.8;754.9;109.7;100.7;328.2;139.8;173;284.5;141.3;80.2;1416;1407;129.8;148;298.4;254.9;533.1;197.8;360.6;1022;80.1;52.34;385.1;161.9;268.1;162.8;39.1;94.5;319.1;85.6;70.16;98;1389
101;2010;108;1430;0;197.5;303.3;835;471.3;164.7;208.7;228.5;157.3;352.8;199.2;152.2;213.1;150.4;178.2;279.4;187;135.4;72.79;263.7;466.6;1431;1349;274.6;338.3;228.1;578.8;166.1;114.8;180.4;360;54.09;51.21;551.1;370.2;331.5;96.5;596;170.1;92.2;462.2;108.8;24.02;1334;507.3;150.9;139.4;236.7;632;204.6;283.3;161.8;150.1;77.17;322.2;677.1;54.44;118.9;117.5;52.67;194.6;83.7;88.4;68.09;1409;1374;262.9;103.6;234.3;350.1;336.1;165.5;131.7;999;80.3;49.51;452.4;283;517.5;117.7;40.88;164.6;331.8;78.92;109.6;321.7;1476
101;2010;108;1445;0;238.6;217.4;851;409.7;196.8;142.7;362.2;220.7;269.1;422.8;254.5;415.1;115.9;184.1;239.8;282.6;114.1;83.6;502.6;607.2;1293;1073;475.4;535.8;520.6;632.4;123.4;85.3;139.2;296.8;52.96;50.54;403.5;161.3;499.9;125.2;560.4;242.7;132.7;286.7;108.5;28.09;1344;437.5;132.1;122.6;261.6;353;294.9;367.3;160.2;97.1;139.5;156.8;341;32.11;262.4;232.8;117.9;290.4;193.6;63.8;64.75;1353;510.7;173.5;155.5;131.7;331.3;327.7;78.83;101.6;506.8;78.53;47.08;314.6;357.8;253.6;149.9;99.5;138.7;460.8;72.93;156;490.5;1450
101;2010;108;1500;0;164.6;164.3;855;187.3;243.6;218.3;364;97.3;531.6;352.4;272.8;510.3;242.5;187.6;143.7;173.4;167;66.45;494.2;676.3;1348;559.2;584.3;420.2;434.3;302.2;163.6;151.3;216;151;52.94;49.76;733.5;426.2;390.3;126.5;220.6;162.6;193.5;493.8;110;23.17;565.6;189.3;78.31;222.9;165.3;86.1;347.9;184.5;180.5;54.1;164.6;244.4;297.4;47.31;320.3;290.2;165.4;198;367.5;62.47;63.33;539.9;581.9;82.9;211.4;78.12;201;346.6;51.59;213.3;144.8;79.59;46.18;469.9;255.9;602.9;74.66;83.3;185.9;589.1;72.24;217.6;247.2;1330
101;2010;108;1515;0;130.2;105.6;938;328.3;384.2;184.3;248.5;154.8;425.7;351.6;179.3;500.9;241.3;135.3;313.1;334.1;113.6;61.98;411.8;393.3;1330;1283;320.1;368.1;259.6;845;132.6;124;221.9;250.5;52.27;49.4;627.2;544.6;362.1;115.1;271.8;113.5;141.3;421.1;110;23.37;736.3;193.6;52.23;231.7;252.2;116.8;166.8;280.3;78.58;62.5;102.9;233.3;590.6;67.47;194.4;171.4;81;154.6;410.4;63.46;62.18;1072;365.2;103.3;249.8;90.3;128.6;248.5;44.71;303.5;707.1;85;46.04;498.8;239.5;708.4;110.4;80.8;247;215.3;69.59;161.2;323;673.6
101;2010;108;1530;0;168.4;87.2;971;284;442.5;131.3;412.1;160.4;407.1;390;259.1;535.5;238.2;215;239.5;316.9;78.99;68.68;416.9;239.7;1296;1270;270.1;511.5;255.8;842;156.7;76.01;150.7;233.6;51.08;48.17;301.1;653.3;504.5;154;261.5;188.1;84.6;294.9;108.1;23.43;465.5;146.4;42.06;247.6;430.2;93.3;324.3;285.2;49.66;87.4;164.3;96.9;620.4;67.22;217.5;105.7;41.29;96.8;214.5;63.03;59.31;284.2;372.1;77.97;312.5;105.7;95.1;294.8;40.52;234.7;807;273.6;44.69;473.2;290.2;374.9;170.5;93.4;157.4;234.2;65.29;140.4;84.3;684.7
101;2010;108;1545;0;138;78.98;894;400.9;248.8;208.8;334.2;173.6;265.6;420.7;264.8;456.9;201.1;249.8;202.7;198.7;97.5;87.7;441.8;304.4;1250;1231;438.4;447.7;272.9;795.4;204.5;70.3;270.8;212.1;48.65;45.98;567.4;806;527.2;91.9;192.7;160.6;174;288.9;102.9;22.97;274.7;130.4;61.83;264.3;187.6;292.6;172.1;129.8;44.59;125.7;265.9;145.3;322.7;41.35;160.3;92.4;50.5;106.3;182.2;57.76;60.72;254.4;929;145.7;406.3;208.1;67.3;158.6;37.38;190.7;418;308.1;43.1;473.7;196.2;296.3;92;93.6;90.2;161.8;60.28;76.51;60.86;985
101;2010;108;1600;0;103;83.3;256;444.9;242.4;213;367.3;173.2;149.5;315.6;457.3;217.1;220.6;182.3;130.3;197.9;102.1;196.5;198.9;296.8;1170;1185;347.7;577.5;149.6;687.5;161.9;68.15;284.7;179.1;47.9;45.33;413.6;676;339.8;68.92;208.4;65.93;186.7;219.3;99.2;23.01;234.9;221;60.89;106.1;65.11;461.1;49.39;149.5;40.82;157.1;157.4;158.5;234.6;36.15;132;80.2;40;65.44;172.7;55.85;73.73;245.5;927;238.6;222.6;249.4;79.16;163.4;34.69;174.9;319.5;131;48.28;364.8;94.5;208.8;86.3;51.09;86.3;157.9;57.66;56.6;54.72;890
101;2010;108;1615;0;158.6;78.15;616.3;338.1;203.4;143.3;346;166.5;201;147.1;458.3;274.4;163.9;169.8;126.1;221.8;101.6;346.2;274.1;203.9;863;1157;304.7;486.8;166.8;700.7;87.6;56.54;290.1;164.5;46.85;44.08;147.5;589.4;325.1;69.43;217.9;36.45;162.7;170.9;96.3;23.28;229.3;237.4;41.19;119.1;64.95;376.9;45.09;154.6;38.3;128.5;104.9;113.6;145.6;33.85;182.7;109.9;46.14;58;102.6;53.08;61.78;239.6;325.6;178.5;420;202.5;111.2;98.1;31.72;141.1;260.7;147.8;74.44;212.5;102.3;151.8;54.66;143.7;91.1;165.4;55.11;50.28;50.51;504.6
101;2010;108;1630;0;251.1;63.23;436.3;465;101.7;104.5;179.3;118.9;124.2;115.1;326.3;150.1;88.9;157.5;148.4;148.8;115.1;277.4;122.7;97.1;223.4;1040;275.6;337.7;116.6;497.4;63.67;35.25;309.6;129.4;44.81;42.29;79.11;115;193.4;83.7;145.2;33.41;202.5;204.6;93.4;21.99;258.9;137.2;41.88;216.4;104.5;128.9;41.93;87.4;36.28;127;97.3;65.44;157.2;45.24;147.3;105.8;45.83;53.05;87.9;50.45;55.48;234.1;304.6;130;378.2;157.3;77.48;95.5;29.72;106.1;199.5;144.8;203.3;224.6;82.2;165.2;66.22;90.2;179.9;128.6;52.61;46.55;46.91;309.3
